# polycrystal lookup table
# Date: 2021-05-31 21:02:48.098927
# Generated from NCrystal (https://github.com/mctools/ncrystal)
# Reference: X.-X. Cai and T. Kittelmann, Comp. Phys. Comm. 246 (2020) 106851
# Source file: Al_sg225.ncmat
SIGA=0.000773842
SIGI=4.93906e-05
SIGC=0.00900381
SIGF=0.00841768
SIGS=0.000110824
BT=0.193575
BMPH=0.42093
# dhkl[A], multiplicity, FHKL/cell_volume [fm/A^3], h, k, l
2.33803	8	0.207741	1	1	1
2.02479	6	0.207741	0	0	2
1.43174	12	0.207741	0	2	2
1.22099	24	0.207741	1	3	1
1.16901	8	0.207741	2	2	2
1.01239	6	0.207741	0	0	4
0.929037	24	0.207741	1	3	3
0.905514	24	0.207741	0	2	4
0.826617	24	0.207741	2	4	2
0.779342	32	0.207741	1	5	1
0.715871	12	0.207741	0	4	4
0.684504	48	0.207741	1	5	3
0.67493	30	0.207741	0	0	6
0.640295	24	0.207741	0	2	6
0.617555	24	0.207741	3	5	3
0.610497	24	0.207741	2	6	2
0.584507	8	0.207741	4	4	4
0.567055	48	0.207741	1	7	1
0.561576	24	0.207741	0	4	6
0.541148	48	0.207741	2	6	4
0.52721	72	0.207741	1	7	3
0.506197	6	0.207741	0	0	8
0.494735	24	0.207741	3	7	3
0.491084	48	0.207741	0	2	8
0.477248	36	0.20774	0	6	6
0.467605	56	0.20774	1	7	5
0.464519	24	0.20774	2	6	6
0.452757	24	0.20774	0	4	8
0.444499	72	0.20774	1	9	1
0.441845	48	0.20774	2	8	4
0.431687	24	0.20774	4	6	6
0.424511	48	0.20774	1	9	3
0.413309	24	0.20774	4	8	4
0.406998	72	0.20774	1	7	7
0.404958	30	0.20774	0	0	10
0.397094	72	0.20774	0	2	10
0.391488	72	0.20774	1	9	5
0.389671	32	0.20774	2	10	2
0.377625	48	0.20774	3	9	5
0.375994	72	0.20774	0	4	10
0.369674	48	0.20774	2	10	4
0.365138	48	0.20774	1	11	1
0.357936	12	0.20774	0	8	8
0.353813	120	0.20774	1	11	3
0.352471	48	0.20774	2	8	8
0.347249	48	0.20774	0	6	10
0.343481	72	0.207739	3	11	3
0.342252	48	0.207739	2	10	6
0.337465	30	0.207739	0	0	12
0.334004	56	0.207739	1	11	5
0.332873	24	0.207739	0	2	12
0.328464	72	0.207739	2	12	2
0.32527	96	0.207739	3	11	5
0.320147	24	0.207739	0	4	12
0.317188	24	0.207739	1	9	9
0.316219	96	0.207739	0	8	10
0.312432	48	0.207739	2	10	8
0.309679	120	0.207739	1	13	1
0.308778	24	0.207739	6	10	6
0.305249	24	0.207739	4	12	4
0.30268	120	0.207739	1	13	3
0.301838	72	0.207739	0	6	12
0.298539	48	0.207739	2	12	6
0.296135	48	0.207739	3	13	3
0.292253	8	0.207739	8	8	8
0.289996	96	0.207739	1	13	5
0.289256	54	0.207739	0	0	14
0.286349	84	0.207739	0	2	14
0.284225	96	0.207739	1	11	9
0.283527	48	0.207739	2	14	2
0.280788	24	0.207738	0	8	12
0.278785	72	0.207738	3	11	9
0.278126	72	0.207738	0	4	14
0.275539	96	0.207738	2	14	4
0.273645	96	0.207738	1	13	7
0.270574	48	0.207738	4	12	8
0.26878	120	0.207738	1	15	1
0.26819	48	0.207738	4	14	4
0.265868	24	0.207738	0	6	14
0.264165	48	0.207738	1	15	3
0.263605	72	0.207738	2	14	6
0.259781	104	0.207738	1	11	11
0.259248	72	0.207738	0	10	12
0.257149	96	0.207738	2	12	10
0.255607	168	0.207738	1	15	5
0.253099	6	0.207738	0	0	16
0.251629	96	0.207738	3	15	5
0.251144	96	0.207738	0	2	16
0.249234	96	0.207738	2	16	2
0.24783	48	0.207738	5	11	11
0.247367	24	0.207738	6	14	6
0.245542	48	0.207738	0	4	16
0.244199	120	0.207737	1	15	7
0.243756	96	0.207737	2	16	4
0.242009	48	0.207737	6	12	10
0.240723	72	0.207737	3	15	7
0.238624	36	0.207737	0	12	12
0.237391	96	0.207737	1	17	1
0.236984	48	0.207737	0	6	16
0.235377	120	0.207737	0	10	14
0.234193	192	0.207737	1	17	3
0.233803	56	0.207737	2	14	10
0.232259	24	0.207737	4	12	12
0.231122	72	0.207737	1	15	9
0.230746	96	0.207737	4	16	6
0.229262	48	0.207737	4	14	10
0.228168	144	0.207737	1	17	5
0.226378	24	0.207737	0	8	16
0.225325	96	0.207737	3	17	5
0.224977	102	0.207737	0	0	18
0.223601	48	0.207737	0	2	18
0.222585	72	0.207737	5	15	9
0.22225	72	0.207737	2	18	2
0.220923	48	0.207737	4	16	8
0.219943	144	0.207737	1	17	7
0.219619	48	0.207737	0	4	18
0.218339	120	0.207736	2	18	4
0.217393	120	0.207736	1	15	11
0.215843	24	0.207736	8	12	12
0.214929	96	0.207736	3	15	11
0.214627	144	0.207736	0	10	16
0.213432	120	0.207736	0	6	18
0.212548	104	0.207736	1	19	1
0.212256	48	0.207736	2	18	6
0.210244	192	0.207736	1	19	3
0.209961	48	0.207736	4	16	10
0.208841	96	0.207736	4	18	6
0.208013	72	0.207736	3	19	3
0.206654	24	0.207736	8	16	8
0.205852	120	0.207736	1	19	5
0.205586	48	0.207736	0	8	18
0.204535	108	0.207736	0	14	14
0.203756	192	0.207736	1	15	13
0.203499	72	0.207736	2	14	14
0.202479	30	0.207736	0	0	20
0.201724	48	0.207736	3	15	13
0.201474	168	0.207736	0	2	20
0.200484	48	0.207736	2	20	2
